@relation Hand-based-all-weka.filters.unsupervised.attribute.Remove-R32-74

@attribute Sigdist numeric
@attribute AVXV numeric
@attribute AYXV numeric
@attribute VEL1Y numeric
@attribute VEL1X numeric
@attribute VEL4X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VeLXZero numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute ME numeric
@attribute DIF1 numeric
@attribute ER numeric
@attribute DIF2 numeric
@attribute RI numeric
@attribute DIF3 numeric
@attribute CA numeric
@attribute DIF4 numeric
@attribute SE numeric
@attribute DIF5 numeric
@attribute IC numeric
@attribute DIF6 numeric
@attribute NO numeric
@attribute DIF7 numeric
@attribute RR numeric
@attribute DIF8 numeric
@attribute DE numeric
@attribute DIF9 numeric
@attribute EL numeric
@attribute DIF10 numeric
@attribute IR numeric
@attribute TOT numeric
@attribute STD numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
862.52714,0.036418,0.02548,0.124945,0.107672,-8.862151,-6.691662,-0.322838,-0.170555,0.019005,0.010383,-0.202592,3.350767,2401.236624,716.62294,23.684,77,33,0.644288,962.411989,570.683313,1000922773.81915,3.350767,23684,200,-15371,-8313,-5708,-17959,0,7,179,-5,184,49,135,-41,176,-168,344,0,344,124,220,2,218,27,191,-127,318,82,236,2545,72.23195,83
2180.87794,0.157886,0.009814,0,0,-0.015426,-19.522569,0.019492,-0.191672,0,0,-0.227668,8.733141,2200.17526,251.934,13.813,40,37,0.625297,1505.40605,540.755218,304985286.81649,8.733141,13813,137,-12676,-1137,-6806,-6990,0,8,511,333,178,-395,573,346,227,66,161,-191,352,7,345,212,133,-35,168,-474,642,225,417,3707,180.061101,84
822.3701,0.054429,-0.024437,0,-0.008686,-7.213023,0,-0.359747,8.763002,0.032198,0,-0.155439,2.478203,1657.12418,668.67966,15.109,55,36,0.672718,1076.236147,470.262638,183408759.853109,2.478203,15109,148,-13059,-2050,-8137,-6939,0,6,360,200,160,-342,502,223,279,127,152,-240,392,153,239,106,133,-42,175,-858,1033,478,555,3980,265.014271,84
1701.6638,0.129375,0.011404,0,0.024404,-0.798209,-27.132928,0.012181,-0.309576,0.084777,0,-0.192199,6.859083,1721.35082,250.95934,13.153,42,35,0.724787,1190.02288,523.189832,198940648.815998,6.859083,13153,152,-11554,-1599,-6388,-6748,0,7,522,320,202,-390,592,112,480,305,175,-177,352,-205,557,421,136,-32,168,-474,642,-348,990,4816,262.560781,84
1573.4054,0.148462,0.015937,-0.142123,0.358542,-0.336141,-1.707589,0.043317,-0.005416,0.058069,0.008785,-0.573557,7.540241,1609.3684,213.43727,10.598,21,21,0.626582,1015.670737,424.396812,116392298.475115,7.540241,10598,100,-8714,-1884,-5023,-5558,0,7,135,-243,378,248,130,-34,164,95,69,-390,459,98,361,217,144,23,121,-169,290,183,107,2358,132.711923,85
1701.76113,0.172034,0.019301,0.432143,0.033774,-0.323629,-5.585978,-0.041769,-0.107901,0.058801,0.012034,-0.535707,6.944107,1729.82983,249.10761,9.892,18,17,0.636561,1238.25677,397.296379,124493222.790637,6.944107,9892,102,-9892,0,-5013,-4862,0,8,124,-17,141,24,117,55,62,-86,148,-263,411,347,64,-80,144,55,89,-65,154,12,142,1596,94.171604,85
1672.3281,0.159391,0.014482,0.119958,-0.277208,-0.283013,-3.095527,-0.011468,0.080261,0.053418,0.008154,-0.600221,7.436064,1698.73997,228.44611,10.492,23,17,0.659881,1188.502448,402.456458,123408508.71492,7.436064,10492,106,-9288,-1204,-5186,-5290,0,7,57,-83,140,27,113,-20,133,-31,164,-295,459,329,130,0,130,9,121,-169,290,100,190,1927,110.430809,85
1055.1096,0.085698,0.005343,0,0,-2.190121,-7.291339,0.201019,0.067001,0,0,-0.713509,5.774239,1099.06435,190.33924,12.312,41,30,0.605643,1204.548482,448.38528,130949841.934903,5.774239,12312,131,-12312,0,-5982,-6314,0,8,138,-4,142,-662,804,585,219,43,176,42,134,-52,186,17,169,7,162,16,146,50,96,2372,197.727223,86
967.39486,0.070965,0.004132,-0.049721,0.265604,-4.422181,0,0.318962,-0.32782,0.050901,0.000128,-0.295213,3.132608,1031.8164,329.37935,13.632,43,34,0.606504,1222.181625,507.569198,108639757.396192,3.132608,13632,136,-13632,0,-5039,-8576,17,17,141,-304,445,217,228,52,176,9,167,16,151,-18,169,0,169,17,152,-267,419,333,86,2303,115.14102,86
1165.32956,0.104467,-0.006776,-0.016986,0.158628,-43.603971,0,-12.601632,-9.456771,0.041823,-0.000209,0.012381,4.605348,1383.066,300.31734,11.155,32,28,0.583071,1095.456154,497.838805,77645294.248038,4.605348,11155,123,-10516,-639,-5011,-6127,0,5,65,-14,79,-105,184,15,169,-115,284,150,134,-87,221,69,152,-10,162,16,146,-26,172,1768,60.347479,86
1229.3692,0.031734,-0.000883,0,0,-0.118097,1.427501,0.056424,0.061553,0,0,-0.038213,1.818058,1334.13692,733.82544,38.74,129,143,0.402659,809.012717,435.426679,852090288.160112,1.818058,38740,239,-28208,-10532,-20042,-17867,0,7,203,-23,226,48,178,-49,227,58,169,-246,415,244,171,18,153,-39,192,24,168,-7,175,2277,73.012328,87
1237.55585,0.04554,-0.000714,-0.056449,0.188804,-1.996855,1.91297,-0.090964,0.006498,0.06031,-0.001004,-0.201193,13.179589,1252.36997,95.02345,27.175,124,85,0.499096,762.699985,443.575838,554636162.921183,13.179589,27175,217,-21311,-5864,-14547,-12611,8,8,208,101,107,-103,210,-226,436,234,202,-175,377,179,198,45,153,19,134,-193,327,216,111,2463,109.623405,87
610.6587,0.026274,-0.023972,-0.01063,-0.079347,-22.579211,26.547326,-0.608092,8.197447,0.017979,-0.002925,-0.131637,1.508976,1087.36897,720.6008,23.242,78,74,0.483151,694.329811,424.928238,303493208.834724,1.508976,23242,176,-18532,-4710,-13966,-9013,7,7,120,-40,160,-87,247,-68,315,54,261,-154,415,191,224,64,160,-32,192,24,168,-26,194,2456,84.096481,87
455.3794,0.032541,-0.04381,0.014138,0.054523,-52.041234,33.936087,-1.730933,20.25,0.006303,-0.002164,-0.198578,1.380251,1316.3013,953.6683,13.994,45,39,0.497337,905.45894,390.502272,129085777.339525,1.380251,13994,163,-13994,0,-6855,-7123,0,7,370,127,243,65,178,-173,351,166,185,-86,271,20,251,99,152,1,151,-236,387,262,125,2664,93.609634,88
404.8225,0.015836,-0.02037,0.001628,-0.029762,-10.769088,6.623104,0.092543,0.123668,0.001935,-0.000126,-0.043346,1.180633,1068.94892,905.4033,25.564,57,47,0.504605,892.325141,311.235048,152909531.942512,1.180633,25564,179,-25564,0,-12184,-13363,7,7,125,-85,210,17,193,17,176,-8,184,-310,494,315,179,27,152,-16,168,25,143,-47,190,2214,100.071066,88
573.024,0.039733,-0.04605,-0.006049,0.055978,-7.652736,7.10859,-0.307062,9.477315,0.006579,-0.004862,-0.409828,1.332199,1170.30803,878.47832,14.422,47,37,0.505879,1028.829848,260.635352,130450466.191191,1.332199,14422,161,-14422,0,-8033,-6372,7,7,151,-51,202,53,149,-38,187,-6,193,-78,271,52,219,77,142,-9,151,-236,387,178,209,2261,71.486172,88
500.9348,0.020926,-0.022039,-0.014155,0.13668,-18.191048,0,-0.390525,0.492737,0.006317,-0.000544,-0.117604,1.977285,1644.74664,831.82065,23.938,82,53,0.427822,1229.861553,560.624044,328338629.430162,1.977285,23938,193,-22510,-1428,-12192,-11729,8,8,191,23,168,43,125,-96,221,52,169,-215,384,-398,782,644,138,-271,409,176,233,100,133,2953,195.516937,89
1975.43071,0.104145,0.000611,-0.080746,0.067283,-2.284282,-351.638408,-0.067214,-0.215084,0.034934,0.000077,-0.246628,7.107381,2013.6353,283.31607,18.968,59,46,0.565676,1216.125779,384.003003,438780223.333491,7.107381,18968,179,-17840,-1128,-9217,-9735,8,8,127,-25,152,34,118,-85,203,76,127,-246,373,237,136,-2,138,20,118,-36,154,-5,159,1805,73.417239,89
1361.7066,0.054455,-0.009503,-0.083182,0.112941,-92.448565,0,-25.636364,6,0.017033,-0.001065,-0.41648,2.425931,2130.63442,878.27486,25.006,88,73,0.543912,1033.649613,427.67756,577638074.787699,2.425931,25006,234,-21884,-3122,-9097,-15892,0,17,74,-68,142,-151,293,77,216,27,189,-195,384,193,191,47,144,-265,409,176,233,4,229,2504,101.266256,89
245.2538,0.020457,-0.066777,0.002389,-0.032999,-71.648907,23.03619,-1.490373,20.25,0.005123,-0.0033,-0.254537,1.212655,1206.1735,994.65493,11.989,33,40,0.483895,754.305993,502.340422,109223391.417122,1.212655,11989,129,-8751,-3238,-6615,-5358,0,8,204,-31,235,68,167,-135,302,133,169,-264,433,188,245,-80,325,173,152,30,122,-13,135,2489,95.21249,90
1063.88093,0.106569,0.00206,0.007813,0,-1.007378,-189.100162,-0.006498,0.194917,0,0.000881,-0.756654,7.373477,1308.60465,177.47456,9.983,21,18,0.585669,894.437679,578.206871,99675688.150638,7.373477,9983,102,-7419,-2564,-4753,-5197,7,7,244,59,185,15,170,-113,283,131,152,-1,153,-34,187,-138,325,157,168,24,144,52,92,2103,67.250008,90
1023.14239,0.058422,0.002382,0.033976,-0.174334,-4.699197,-85.329921,-0.274661,0.478441,0.024686,0.000235,-0.524808,5.438102,1345.24994,247.37488,17.513,16,27,0.592425,929.426351,513.117175,117039809.591276,5.438102,17513,106,-15075,-2438,-12409,-5088,0,17,97,-89,186,23,163,-92,255,64,191,-242,433,186,247,95,152,0,152,30,122,2,120,2118,93.946116,90
733.9823,0.041154,0.007183,-0.012846,0.13299,-20.618713,0,-0.345392,-0.121614,0.012566,0.000089,-0.00724,4.251281,2115.02103,497.5021,17.835,35,26,0.655855,923.584814,435.900654,206476058.227477,4.251281,17835,132,-15332,-2503,-8755,-9063,17,17,134,-70,204,112,92,-160,252,109,143,-93,236,110,126,11,115,6,109,32,77,-63,140,1628,57.664547,91
1283.84968,0.084231,0.00844,-0.021091,0.009801,-0.14243,0,0.071662,0.412772,0.00613,0.000208,0.158073,3.603133,2023.08361,561.47909,15.242,25,19,0.71213,856.190899,456.789651,136315656.42066,3.603133,15242,106,-12836,-2406,-8160,-7065,4,4,89,-40,129,65,64,-35,99,-46,145,44,101,-36,137,22,115,13,102,2,100,15,85,1166,23.899791,91
1312.01578,0.110737,0.01859,0.113174,0,-0.553767,-7.197645,-0.061364,0.10468,0,0.004147,-0.084907,3.236047,1320.29995,407.99776,11.848,35,15,0.750504,881.181675,559.066376,147283976.995317,3.236047,11848,114,-8667,-3181,-6418,-5413,8,8,95,-82,177,65,112,37,75,-666,741,505,236,156,80,-28,108,-1,109,32,77,1,76,1886,195.34245,91
1554.9853,0.091314,0.010079,0.171474,0,-1.653973,-11.507221,-0.055691,-0.116023,0,0.002653,-0.350249,7.690859,1646.01359,214.02207,17.029,40,35,0.551053,968.922247,240.054271,391238680.709682,7.690859,17029,136,-15758,-1271,-8740,-8273,0,7,254,30,224,40,184,47,137,-45,182,-135,317,59,258,124,134,-68,202,33,169,-267,436,2497,88.369678,92
1662.09462,0.102535,0.008075,0.263159,0.099906,-2.280099,-6.465688,0.087715,0.063349,0.073436,0.00698,-0.357338,11.763844,1771.34817,150.57562,16.21,43,40,0.556231,983.24554,178.773772,374216547.619785,11.763844,16210,142,-15424,-786,-8287,-7874,0,7,257,-138,395,272,123,-179,302,115,187,-54,241,39,202,68,134,-33,167,-4,171,-130,301,2480,82.958259,92
1419.71,0.085053,0.007509,-0.03066,0.071954,-1.805976,0,-0.064974,-0.020673,0.062365,0.002909,-0.241876,9.794849,1497.77589,152.914645,16.692,63,51,0.57728,872.85507,190.87993,325955586.124216,9.794849,16692,166,-16292,-400,-8315,-8361,0,8,401,141,260,-199,459,141,318,151,167,-150,317,-315,632,510,122,-80,202,33,169,-1170,1339,4386,345.8844,92
1478.8179,0.10563,-0.016805,0,0.02109,-4.495501,0,32.767702,37.065638,0.003225,0,0.456001,1.489229,1972.11718,1324.254185,14,46,49,0.735556,853.655718,213.689157,303098054.470746,1.489229,14000,138,-12311,-1689,-7542,-5985,32,0,193,-1,194,69,125,-29,154,-39,193,9,184,-11,195,-19,214,101,113,-1,114,16,98,1777,41.778855,93
1299.3783,0.094824,-0.068257,0,0.140245,-10.951079,25.346051,-1.072511,8.526316,0.023741,0,-0.121222,1.477767,2014.90235,1363.47724,13.703,35,27,0.732171,1058.546434,227.548544,283168772.652374,1.477767,13703,135,-12490,-1213,-6874,-6812,0,7,173,77,96,-265,361,88,273,92,181,56,125,-18,143,-71,214,83,131,-27,158,22,136,1991,76.730698,93
1219.62414,0.074686,-0.055069,-0.008706,-0.003661,-11.055164,29.433741,1.350218,-1.62159,0.015906,-0.004081,-0.438597,1.601919,2178.393305,1359.86508,16.33,30,42,0.697751,1079.784885,222.466718,261767099.074409,1.601919,16330,122,-16330,0,-6095,-10218,7,7,189,-5,194,61,133,-138,271,64,207,23,184,53,131,-83,214,101,113,-1,114,-4,118,1868,51.592283,93
266.51005,0.015584,0.011121,-0.116629,0.478572,-9.612974,0,-0.152042,7.714286,0.018282,0.001442,-0.103855,2.886685,750.15495,259.86728,17.102,22,14,0.685363,591.024592,310.780682,22604226.425534,2.886685,17102,54,-16118,-984,-13382,-3703,0,17,332,81,251,109,142,-559,701,514,187,-198,385,132,253,116,137,-35,172,82,90,-131,221,2871,169.692663,94
277.9854,0.046285,0.041679,0,0.393546,-15.875287,0.702492,0.328393,7.484261,0.052147,0,0.034289,2.17306,763.79949,351.48569,6.006,13,16,0.706183,633.026313,335.383232,15452426.770317,2.17306,6006,54,-5608,-398,-3581,-2408,17,17,181,53,128,-9,137,-148,285,116,169,16,153,-1,154,17,137,-32,169,32,137,-13,150,1800,43.449448,94
-195.6058,-0.030975,0.012472,-0.023357,0.303573,38.602535,0,-1.272634,10.8,-0.032196,0.001156,0.037152,5.312687,967.2021,182.05518,6.315,15,14,0.729221,610.809026,399.498001,17386135.159171,5.312687,6315,51,-5016,-1299,-3784,-2514,17,17,126,-51,177,-66,243,6,237,20,217,-168,385,216,169,10,159,-13,172,82,90,-219,309,2284,83.965794,94
1505.02175,0.047129,-0.011099,0.072613,0.310375,-38.645171,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,724.71347,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,204,-62,266,130,136,-94,230,60,170,-196,366,181,185,35,150,-46,196,36,160,71,89,2152,73.672617,95
1505.02175,0.047129,-0.011099,0.072613,0.310375,-38.645171,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,724.71347,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,2778,2671,107,-73,180,-7,187,33,154,1,153,43,110,-40,150,-27,177,-61,238,-106,344,4578,786.056972,95
1505.02175,0.047129,-0.011099,0.072613,0.310375,-38.645171,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,724.71347,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,174,20,154,-62,216,24,192,9,183,-183,366,186,180,27,153,-43,196,36,160,81,79,2053,69.179871,95
139.59,0.015346,-0.044105,0,0.023896,-99.044408,34.610528,0.466633,-0.740328,0.004924,-0.003521,0.116048,1.913086,1075.0889,561.96567,9.096,21,25,0.565414,847.386788,610.76318,47106688.476399,1.913086,9096,82,-6150,-2946,-5100,-3979,0,7,343,113,230,-197,427,273,154,-15,169,-143,312,69,243,72,171,-49,220,137,83,-39,122,2474,102.243293,96
509.73246,0.067088,-0.006173,0.001957,0.12353,-74.76658,27.257653,-5.174235,54,0.034449,-0.000114,-0.00491,4.13112,1016.80745,246.1336,7.598,29,32,0.659346,950.315127,618.514865,46746231.376394,4.13112,7598,84,-5757,-1841,-3685,-3897,0,17,112,-72,184,-1202,1386,1191,195,-26,221,81,140,7,133,-38,171,3,168,-118,286,140,146,3142,368.056863,96
904.8251,0.110506,-0.003607,-0.339333,0.345795,0.820916,134.747624,0.150253,-0.085279,0.084847,-0.001769,0.090485,6.236952,1021.1931,163.73273,8.188,21,22,0.628144,928.437211,586.808498,39190781.999554,6.236952,8188,77,-6739,-1449,-3783,-4388,0,17,105,-63,168,50,118,-62,180,-25,205,-107,312,51,261,-634,895,675,220,137,83,-43,126,2673,227.093373,96
76.11683,0.004793,-0.017761,-1.332368,-0.049647,-26.509478,35.061898,0.005908,0.09746,0.002193,-0.008958,0.137536,5.280135,1949.31143,369.1783,15.88,37,39,0.618995,1134.707612,724.472575,230481063.392543,5.280135,15880,126,-11427,-4453,-9043,-6820,0,17,189,-159,348,283,65,-84,149,-78,227,38,189,64,125,-35,160,12,148,-231,379,162,217,2196,92.713831,97
76.11683,0.004793,-0.017761,-1.332368,-0.049647,-26.509478,35.061898,0.005908,0.09746,0.002193,-0.008958,0.137536,5.280135,1949.31143,369.1783,15.88,37,39,0.618995,1134.707612,724.472575,230481063.392543,5.280135,15880,126,-11427,-4453,-9043,-6820,0,17,120,-15,135,67,68,-85,153,-60,213,45,168,68,100,-60,160,-71,231,6,225,-3,228,1801,55.63109,97
1862.9611,0.17126,0.007875,0.117478,0.144305,-1.154845,-194.111545,0.110751,0.168338,0.071231,0.003008,0.127882,5.095641,1953.2098,383.30996,10.878,30,25,0.643816,1164.513792,804.322574,149080405.104979,5.095641,10878,96,-7257,-3621,-5608,-5253,17,17,185,49,136,-41,177,-2,179,10,169,-20,189,-24,213,61,152,4,148,-231,379,-17,396,2323,89.79512,97
1273.1291,0.18321,0.01115,0.108807,-0.237423,-0.642239,-24.463853,0.009137,0.024364,0.113374,0.005044,-0.479277,5.485888,1302.9521,237.5098,6.949,12,10,0.616039,1472.438543,811.102658,64055074.892877,5.485888,6949,69,-6949,0,-3635,-3297,0,8,200,-36,236,137,99,-89,188,20,168,-236,404,102,302,151,151,-6,157,-107,264,132,132,2301,87.594313,98
1148.96407,0.067854,0.005318,0,0.365983,-3.495311,-17.696911,-0.00513,0.269297,0.058915,0,-0.110367,5.41964,1185.8042,218.7976,16.933,15,9,0.655161,1197.157825,747.883775,68557131.875739,5.41964,16933,70,-7294,-9639,-4761,-12155,0,17,213,52,161,-6,167,15,152,-6,158,-6105,6263,6021,242,91,151,7,144,-51,195,-48,243,8089,1833.663943,98
966.128,0.130841,0.005293,-0.190096,0.473727,-0.781354,-38.007329,-0.10233,0.029236,0.145505,0.002952,-0.095706,5.416033,977.0436,180.3984,7.384,22,11,0.675174,1257.32884,658.303773,54578467.120128,5.416033,7384,76,-7384,0,-3632,-3735,0,17,110,-74,184,57,127,-148,275,105,170,-234,404,29,375,233,142,-15,157,-107,264,20,244,2452,98.956005,98
1121.8701,0.066082,0.012159,-0.19646,-0.601697,-3.806548,-55.014406,0.116955,-0.669225,0.052181,0.003321,-0.611862,4.876923,1165.9223,239.06924,16.977,41,42,0.561326,1139.571853,670.362133,110952527.710854,4.876923,16977,166,-13451,-3526,-7955,-9009,0,7,420,227,193,-118,311,84,227,33,194,43,151,-68,219,51,168,75,93,-17,110,20,90,2176,98.446755,99
992.53978,0.043205,0.005791,0.569013,-0.206019,-8.801805,-141.136109,0.281552,-0.817581,0.034112,0.001226,-0.601739,2.850053,1073.62705,376.70426,22.973,47,41,0.531773,1014.907845,647.33345,102770942.013048,2.850053,22973,173,-14605,-8368,-7280,-15676,7,7,147,19,128,36,92,-378,470,264,206,80,126,-58,184,16,168,-61,229,71,158,-54,212,2120,100.755239,99
1008.6207,0.065363,0.011223,0.101166,-0.229966,-8.084573,0,0.218548,-0.764913,0.022367,0.003811,-0.604561,4.827018,1098.47952,227.56897,15.431,44,47,0.542711,1085.428026,664.800401,106482305.512982,4.827018,15431,172,-12427,-3004,-7176,-8238,0,7,102,31,71,-50,121,-109,230,1,229,78,151,-66,217,55,162,69,93,-17,110,-98,208,1694,58.905008,99
1874.8515,0.085387,-0.005442,0.007936,-0.078425,-0.054857,0,0.085647,-0.040608,0.09738,-0.003768,-0.044363,11.910294,2184.58142,183.41961,21.957,61,33,0.502839,1322.561099,754.143925,1011029604.78954,11.910294,21957,168,-17592,-4365,-10895,-11045,7,7,356,265,91,-44,135,-42,177,-7,184,23,161,-74,235,57,178,94,84,-36,120,52,68,1789,81.474257,100
2034.49216,0.094663,-0.001324,0.44729,0.138627,-1.690867,269.640455,-0.160114,-0.146189,0.12051,-0.000853,0.281834,9.342046,2036.73376,218.01795,21.492,32,26,0.512858,1216.485176,776.680244,864633732.809805,9.342046,21492,145,-16562,-4930,-11499,-9977,17,17,85,0,85,-32,117,-134,251,64,187,82,105,-81,186,8,178,10,168,76,92,-429,521,1975,125.275986,100
1709.65555,0.089045,-0.006873,0.501237,0.013244,-1.471396,77.073773,-0.131068,-0.090739,0.102899,-0.004325,0.089986,10.036876,1993.55853,198.6234,19.2,39,20,0.603186,1220.990348,832.693103,729430046.240496,10.036876,19200,153,-14190,-5010,-10075,-9108,16,16,142,6,136,-8,144,-46,190,50,140,-21,161,-50,211,76,135,51,84,-36,120,52,68,1531,40.933649,100
1569.21469,0.087651,-0.007714,0,0.015191,-1.401593,0,-0.00443,0.026581,0.038717,0,-0.498547,6.523572,1784.01802,273.47259,17.903,41,29,0.66073,871.89092,722.566663,365732480.74928,6.523572,17903,190,-9418,-8485,-8469,-9417,0,16,319,32,287,107,180,-136,316,91,225,0,225,-82,307,82,225,87,138,-73,211,23,188,2621,60.750458,101
1610.7328,0.103199,-0.011564,0,0,-3.137112,24.833699,-0.064973,0.113702,0,0,0.936544,2.139845,2057.3704,961.4579,15.608,31,30,0.69448,903.346867,747.91242,331306551.401692,2.139845,15608,170,-9154,-6454,-8039,-7552,7,7,233,92,141,-65,206,-93,299,76,223,-53,276,-4,280,55,225,29,196,-102,298,4,294,2671,51.015327,101
1780.31444,0.113656,-0.01283,0.004112,0.004757,-3.877942,0,-0.360309,-0.073834,0.001644,-0.00009,0.958274,2.011934,1987.51588,987.8634,15.664,38,28,0.704091,1003.838441,770.491909,368876636.380672,2.011934,15664,164,-9130,-6534,-7585,-8062,112,0,371,94,277,4,273,-66,339,69,270,45,225,-55,280,103,177,39,138,-73,211,-472,683,3244,145.066505,101
1520.97204,0.005691,-0.0017,0.000385,-0.000085,-77.472969,0,-0.360309,-0.073834,0.000082,-0.000012,0.958262,1.731154,1987.51588,1148.08738,27.255,42,30,0.699846,1008.238125,767.934211,375099739.339189,1.731154,267255,166,-260588,-6667,-259143,-8096,112,0,272,63,209,62,147,-87,234,44,190,-37,227,24,203,13,190,0,190,107,83,-18,101,2046,56.215656,102
613.12523,0.035736,-0.015922,-0.076763,0.144118,0.192849,82.922573,0.600358,-0.132544,0.009171,-0.004637,-0.640038,5.010436,2113.43523,421.80664,17.157,22,21,0.415358,1284.432232,790.9648,328426779.795505,5.010436,17157,119,-12068,-5089,-6330,-10810,7,7,137,-3,140,-1,141,-54,195,20,175,68,107,37,70,-120,190,31,159,71,88,-75,163,1565,40.356142,102
2008.08007,0.146085,-0.007905,-0.338236,0.144279,0.226022,155.879187,0.10829,-0.617252,0.03658,-0.003819,-0.63262,5.705943,2008.08007,351.92784,13.746,22,19,0.342433,1228.647711,686.569503,264609002.578241,5.705943,13746,108,-10126,-3620,-6191,-7539,7,7,158,-6,164,52,112,-51,163,-512,675,448,227,-14,241,76,165,-25,190,107,83,-33,116,2294,161.701802,102
-550.69701,-0.021903,0.009244,0.012784,0,26.177295,0,0.116155,0.106509,0,0.000285,-0.003497,3.908516,1509.08142,386.10085,25.143,71,42,0.378536,778.999832,238.952073,449010528.666858,3.908516,25143,168,-21860,-3283,-12354,-12772,8,8,248,3,245,45,200,-32,232,35,197,82,115,-107,222,32,190,-69,259,-47,306,186,120,2334,57.14511,103
26.3631,0.003067,0.011552,-0.000358,-0.40336,-467.477388,0,0.26392,81,0.0045,0.000143,-0.003593,3.911457,669.94483,171.27756,8.595,31,24,0.479334,412.088051,273.333542,37742160.159404,3.911457,8595,70,-5773,-2822,-4306,-4273,17,17,94,56,38,-79,117,24,93,-83,176,-132,308,88,220,30,190,26,164,-48,212,-38,250,1862,78.811282,103
33.86215,0.004779,0.008402,0.015359,0.038573,-422.789985,0,-2.205551,23.142857,0.006439,0.000363,-0.004718,3.351283,680.47055,203.04777,7.085,22,12,0.476276,488.390666,336.836797,27053220.510189,3.351283,7085,50,-4725,-2360,-3816,-3252,17,17,136,-54,190,-261,451,310,141,-45,186,71,115,-104,219,37,182,-77,259,-47,306,165,141,2326,97.743914,103
1618.52974,0.0754,0.004499,0,0,0.17466,0,0.031532,-0.028665,0,0,-0.124941,11.39219,1631.00474,143.16867,21.466,75,49,0.675193,1040.392427,200.239864,577635375.126859,11.39219,21466,164,-21466,0,-10764,-10685,0,15,299,188,111,-28,139,-203,342,155,187,-48,235,-18,253,32,221,110,111,-72,183,-53,236,2317,73.832612,104
1717.06254,0.094844,0.00899,0.398143,0.197087,-0.570662,-10.836471,-0.054145,-0.097459,0.120804,0.0074,-0.092172,8.707789,1736.35985,199.40306,18.104,56,37,0.637112,1107.302321,213.508377,428115020.773911,8.707789,18104,155,-18104,0,-8173,-9915,17,17,249,133,116,15,101,-228,329,132,197,30,167,-41,208,-13,221,82,139,-987,1126,380,746,3599,319.200194,104
1810.62475,0.101175,0.010777,0.430358,-0.254543,-0.674012,0.159653,-0.068224,0.102333,0.107005,0.006782,-0.116732,7.765227,1833.72312,236.14545,17.896,39,30,0.645922,1217.944516,240.768739,385831511.308994,7.765227,17896,137,-17896,0,-7492,-10388,17,17,97,-113,210,46,164,-134,298,110,188,-47,235,0,235,96,139,28,111,-72,183,20,163,2023,58.86842,104
1423.4134,0.095988,0.009918,0.539326,-0.04706,-2.367836,-6.044096,-0.227408,-0.059975,0.028156,0.00389,-0.423458,6.272737,1461.71545,233.02673,14.829,65,47,0.377729,1003.58957,238.537298,197517519.891553,6.272737,14829,173,-14829,0,-6691,-8121,7,7,212,91,121,-28,149,-67,216,62,154,-18,172,-20,192,37,155,-11,166,22,144,3,141,1822,30.024233,105
1445.14722,0.118972,0.007333,-0.305117,0.123771,-2.393582,-84.256267,-0.284885,-0.209914,0.067843,0.002849,-0.566905,5.374184,1450.31263,269.86658,12.147,35,32,0.44648,999.781937,332.74407,147028167.547703,5.374184,12147,130,-11785,-362,-5775,-6356,7,7,161,7,154,1,153,-41,194,41,153,16,137,-52,189,34,155,-4,159,31,128,-34,162,1745,19.2212,105
1484.22899,0.12982,0.006538,-0.086078,-0.013853,-0.230833,-69.742909,-0.029988,0.034985,0.069244,0.001678,-0.650255,6.052866,1485.39851,245.40417,11.433,34,29,0.463784,1031.874993,339.698593,141331248.013921,6.052866,11433,133,-11044,-389,-5617,-5782,0,8,140,-3,143,21,122,-94,216,40,176,4,172,-64,236,93,143,-23,166,22,144,-12,156,1814,34.317501,105
