@relation Hand-based-all-weka.filters.unsupervised.attribute.Remove-R32-74

@attribute Sigdist numeric
@attribute AVXV numeric
@attribute AYXV numeric
@attribute VEL1Y numeric
@attribute VEL1X numeric
@attribute VEL4X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VeLXZero numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute ME numeric
@attribute DIF1 numeric
@attribute ER numeric
@attribute DIF2 numeric
@attribute RI numeric
@attribute DIF3 numeric
@attribute CA numeric
@attribute DIF4 numeric
@attribute SE numeric
@attribute DIF5 numeric
@attribute IC numeric
@attribute DIF6 numeric
@attribute NO numeric
@attribute DIF7 numeric
@attribute RR numeric
@attribute DIF8 numeric
@attribute DE numeric
@attribute DIF9 numeric
@attribute EL numeric
@attribute DIF10 numeric
@attribute IR numeric
@attribute TOT numeric
@attribute STD numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
1502.71036,0.080596,0.012908,-0.041511,0.360457,-14.179039,0.881043,-1.200676,7.043478,0.07041,0.001833,-0.135643,6.850065,2120.64732,309.580625,18.645,60,39,0.517255,1241.497246,328.055844,368409593.306359,6.850065,18645,155,-17160,-1485,-7933,-10695,17,17,175,24,151,-65,216,-65,281,95,186,23,163,-96,259,76,183,20,163,-10,173,-52,225,2175,42.242374,61
1344.32995,0.076784,-0.011491,0.017597,-0.211746,-22.906577,62.591103,-0.257291,0.918595,0.034771,-0.000426,-0.082058,3.418119,2169.670066,634.755554,17.508,49,41,0.538301,1200.749783,384.137284,431306666.146225,3.418119,17508,143,-15289,-2219,-8340,-9152,7,7,241,31,210,56,154,-141,295,64,231,16,215,14,201,39,162,-28,190,-89,279,-501,780,2958,174.945966,61
1651.47152,0.056656,0.004942,-0.004017,0,-1.780331,-22.181718,-0.024366,-0.109642,0,0.000122,-0.035918,4.295717,1727.68575,402.187983,29.149,99,55,0.760235,963.339268,181.630951,477647469.88296,4.295717,29149,224,-27216,-1933,-16555,-12577,0,7,140,-46,186,32,154,-19,173,4,169,55,114,-624,738,569,169,12,157,-610,767,667,100,2867,244.601011,62
1708.48599,0.062161,0.006223,0,0,-1.628046,-5.724708,-0.04873,-0.028426,0,0,-0.032874,4.15332,1789.768096,430.92467,27.485,93,73,0.774803,973.377168,182.389667,698369267.897758,4.15332,27485,242,-24724,-2761,-12569,-14908,0,8,138,49,89,5,84,-122,206,41,165,-143,308,184,124,-45,169,-13,182,-378,560,433,127,2152,135.766913,62
1594.94427,0.048609,0.003,-0.006768,-0.110476,-1.659608,-8.06436,0.142444,0.142442,0.025152,0.000167,0.065319,6.09715,1668.527145,273.656874,32.812,88,71,0.723756,902.778448,145.42878,529901763.078987,6.09715,32812,240,-32579,-233,-17016,-15780,0,9,148,-21,169,32,137,-96,233,69,164,50,114,-56,170,-11,181,24,157,-610,767,676,91,2331,187.705863,62
378.35524,0.017011,-0.003752,-0.209507,-0.000919,-2.118337,0,-0.03481,-0.0087,0.006715,-0.001317,0.03162,4.317975,956.96654,221.62393,22.242,23,23,0.57993,755.360258,295.133695,25325807.789575,4.317975,22242,69,-22018,-224,-18704,-3522,0,7,940,533,407,-15,422,284,138,-57,195,-224,419,69,350,161,189,11,178,-266,444,-759,1203,4885,335.384691,63
1152.95997,0.178063,0.023977,0.122767,0.051055,-1.195821,-9.080795,0.112849,-0.218003,0.06903,0.006906,-0.173857,3.620016,1214.3602,335.45717,6.475,22,20,0.632006,1007.764391,626.443723,36666662.934639,3.620016,6475,75,-5462,-1013,-3106,-3353,8,8,681,473,208,-152,360,243,117,-5,122,-149,271,17,254,65,189,117,72,-510,582,-30,612,3468,215.397814,63
1252.95464,0.176696,0.0272,0,0.014204,-0.81386,0,0.529942,0.475116,0.041245,0,-0.137554,2.787798,1289.21004,462.4475,7.091,27,24,0.617726,1011.64555,642.90564,40357702.463809,2.787798,7091,83,-6136,-955,-3593,-3481,8,8,349,193,156,-149,305,199,106,-137,243,-176,419,48,371,236,135,-43,178,-266,444,-142,586,3292,150.958333,63
559.9389,0.05311,-0.074075,0,0,-11.125859,0,0.113609,-0.320497,0,-0.000458,-0.015356,1.27607,1291.54915,1012.13047,10.543,40,38,0.440349,1110.65393,562.146119,80594066.833446,1.27607,10543,126,-10117,-426,-6389,-4117,8,8,542,281,261,-25,286,0,286,12,274,-101,375,208,167,13,154,-49,203,-173,376,178,198,3122,113.354151,64
797.4511,0.075674,-0.026456,0.017405,-0.019367,-7.21905,0,-0.135213,8.1,0.025581,-0.000981,-0.05495,2.366391,1254.2218,530.0147,10.538,42,33,0.467237,1635.306013,654.361401,57144971.544767,2.366391,10538,131,-10538,0,-4978,-5544,13,13,232,110,122,-105,227,50,177,-97,274,-17,291,114,177,23,154,-220,374,60,314,8,306,2648,78.121816,64
670.2754,0.070704,-0.029579,-0.016137,0.233766,-10.705276,0,0.309103,-0.243882,0.037706,-0.001461,-0.060645,2.321613,1135.417,489.0639,9.48,31,33,0.4343,1655.978888,582.961331,44024967.205615,2.321613,9480,123,-9480,0,-3987,-5476,0,8,198,61,137,-64,201,2,199,-336,535,160,375,139,236,48,188,-15,203,-173,376,183,193,2841,119.141169,64
-657.59544,-0.073614,-0.037424,0.001316,0,23.398681,12.541258,-0.51413,-0.38745,0,-0.001156,-0.49815,2.369943,1187.68416,501.1447,8.933,46,23,0.531526,444.976784,773.634275,39573046.769636,2.369943,8933,95,-1020,-7913,-4517,-4383,0,0,206,3,203,74,129,-154,283,164,119,-286,405,181,224,51,173,85,88,-51,139,9,130,2099,90.611057,65
-668.7794,-0.077774,-0.019413,0.005945,0.130625,14.5186,0,0.025928,0.104491,-0.033286,-0.00072,0.025386,3.883654,1395.23917,359.25935,8.599,25,16,0.496025,584.358389,584.841853,33619097.487985,3.883654,8599,77,-4024,-4575,-4624,-3958,6,0,771,610,161,45,116,-53,169,-24,193,38,155,-23,178,5,173,60,113,-19,132,-91,223,2384,186.684274,65
877.9106,0.080698,0.049431,-0.01189,0.072965,-12.0159,0,-0.052071,0.19318,0.034378,0.003677,0.045413,2.738527,1956.75182,714.5272,10.879,34,19,0.549257,763.028593,648.482666,35722988.222826,2.738527,10879,79,-7771,-3108,-6718,-4144,12,0,121,48,73,-81,154,-51,205,97,108,-297,405,-93,498,327,171,83,88,-51,139,-130,269,2231,136.229085,65
417.8929,0.023793,-0.038266,-0.07722,0.084025,-9.937231,0,0.143439,-0.461653,0.010591,-0.008152,-0.340065,1.416886,1248.4714,881.1377,17.564,52,32,0.493158,1053.11588,600.46536,184549622.939028,1.416886,17564,144,-16437,-1127,-10532,-7015,0,16,340,43,297,-208,505,375,130,22,108,-791,899,588,311,-16,327,-175,502,211,291,-129,420,4130,214.87362,66
638.2536,0.048618,-0.010892,-0.006795,0.080344,-12.91363,22.535423,0.131218,0.352792,0.021643,-0.000202,-0.828653,3.075649,1293.8881,420.68787,13.128,30,20,0.613754,1056.661057,673.037346,128447760.246359,3.075649,13128,117,-10334,-2794,-6985,-6126,0,34,183,62,121,-34,155,-331,486,324,162,-137,299,172,127,-200,327,188,139,-139,278,8,270,2547,112.611157,66
1454.9907,0.123966,0.010961,0.014306,0.007195,-1.671702,-9.505561,0.27289,-0.00975,0.036628,0.000542,-0.107563,3.024358,1902.2713,628.98342,11.737,24,18,0.633674,1230.85143,681.494263,143703083.302691,3.024358,11737,96,-10244,-1493,-5502,-6218,0,17,308,194,114,-632,746,489,257,-100,357,-542,899,700,199,40,159,-343,502,211,291,-76,367,4199,244.838351,66
1832.845804,0.084826,0.001322,-0.341504,0.124998,0.062083,0,0.005733,-0.068795,0.02073,0.000861,-0.218318,9.436099,1832.845804,194.23766,21.607,73,53,0.469921,955.232121,216.456941,547031244.460374,9.436099,21607,192,-19571,-2036,-9990,-11600,8,8,235,-389,624,437,187,-349,536,359,177,32,145,-76,221,52,169,6,163,-257,420,271,149,3026,170.10788,67
1492.83354,0.065674,-0.003683,-0.01274,0.022409,-0.616321,0,0.101911,0.077437,0.032098,-0.000182,-0.079892,2.856162,1653.12825,578.79368,22.731,59,49,0.503656,939.394102,185.846643,372082452.361944,2.856162,22731,183,-22338,-393,-8882,-13832,7,7,165,-4,169,60,109,-136,245,74,171,-103,274,106,168,-1,169,31,138,-360,498,35,463,2569,130.473264,67
784.9765,0.038808,-0.014394,-0.001408,0,-15.018464,0,-0.667517,20.25,0.030643,-0.000711,-0.110071,2.550494,1366.3014,535.700765,20.227,70,52,0.522429,744.223305,167.036923,330298509.576888,2.550494,20227,197,-18859,-1368,-8834,-10739,0,7,413,244,169,-23,192,31,161,-16,177,32,145,-5,150,50,100,-63,163,-257,420,98,322,2412,111.59578,67
1190.4613,0.032555,-0.010481,-0.000637,-0.061814,-9.770855,0,-0.016783,9.895959,0.002831,-0.000388,-0.274955,2.481895,2337.39977,941.7803,36.568,42,34,0.615959,1298.882187,756.063587,261374351.575867,2.481895,36568,140,-22699,-13869,-18518,-18033,7,7,337,145,192,118,74,-14,88,14,74,-625,699,616,83,-70,153,-12,165,-35,200,83,117,2182,183.333725,68
2138.77495,0.174537,0.020392,0,0,-1.501268,-8.668451,-0.010829,-0.176871,0,0,-0.528779,5.987714,2271.224147,379.31407,12.254,28,25,0.62644,1112.432023,689.478767,230146352.462286,5.987714,12254,125,-7562,-4692,-6431,-5806,0,7,142,-12,154,22,132,24,108,-45,153,-988,1141,1076,65,-88,153,39,114,-192,306,231,75,2543,308.261843,68
2060.41659,0.110603,0.010123,-0.289586,0.500002,-2.595132,-22.134689,0.204668,-0.224158,0.024415,0.002066,-0.592524,5.602929,2194.619823,391.69154,18.629,27,27,0.591926,1085.018209,662.144189,219490239.851829,5.602929,18629,126,-6903,-11726,-6013,-12599,0,7,71,-69,140,-359,499,343,156,-19,175,-524,699,220,479,349,130,-35,165,-35,200,41,159,2873,201.413911,68
-203.0349,-0.006233,-0.012564,0.008586,-0.024765,44.893506,0,0.539642,0.295858,-0.001077,-0.000465,0.002417,3.813537,2106.4035,552.34903,32.573,103,70,0.489184,955.972356,625.502552,396724900.421811,3.813537,32573,225,-21632,-10941,-16787,-15770,25,25,253,-1,254,90,164,-247,411,224,187,-21,208,-82,290,167,123,-65,188,64,124,8,116,2318,88.042139,69
281.4323,0.013312,-0.000088,0,0,-86.930824,0,-1.170425,54,0,0,-0.025797,4.291797,1362.89033,317.557,21.141,82,55,0.583146,956.687817,620.245818,294893533.755098,4.291797,21141,198,-15304,-5837,-10960,-9820,0,8,134,-93,227,35,192,-129,321,132,189,-42,231,-1,232,109,123,-55,178,-39,217,-12,229,2273,53.809428,69
1315.5245,0.061401,0.006255,-0.002314,0.008167,-0.906668,0,-0.059067,-0.191967,0.012166,0.000077,-0.008606,4.162297,2039.0794,489.89277,21.425,114,72,0.593715,948.682642,599.698459,354473056.42374,4.162297,21425,197,-15824,-5601,-10460,-10952,2,2,148,-49,197,89,108,-39,147,-172,319,111,208,85,123,-640,763,575,188,64,124,-81,205,2530,186.320691,69
1922.80202,0.118086,0.006907,-0.178049,-0.17793,-3.643657,-37.990192,-0.430452,-0.211163,0.060231,0.002767,-0.470907,6.308184,2350.36201,372.58935,16.283,32,24,0.672841,1230.293448,899.179985,565401972.667836,6.308184,16283,126,-9790,-6493,-8679,-7588,0,17,328,-331,659,469,190,-1013,1203,991,212,8,204,12,192,15,177,2,175,-269,444,359,85,3869,324.66601,70
1988.00321,0.114847,-0.003046,-0.102691,-0.150193,-0.969394,173.580648,-0.111384,-0.160113,0.038654,-0.0013,-0.482105,6.364541,2302.50898,361.7714,17.31,33,26,0.674359,1173.387209,918.234549,498634474.297412,6.364541,17310,136,-8528,-8782,-8528,-8765,0,17,100,-651,751,533,218,-30,248,129,119,23,96,-64,160,-17,177,-36,213,-1,214,23,191,2487,181.298899,70
2006.32594,0.120413,0.001562,0.030302,0.089613,-2.876602,-284.218326,-0.346527,-0.292379,0.057939,0.000648,-0.534985,6.182917,2293.44496,370.93254,16.662,37,19,0.707384,1302.852046,798.332366,593658803.103867,6.182917,16662,134,-11422,-5240,-8074,-8572,0,7,109,-38,147,-206,353,205,148,-19,167,-37,204,-29,233,84,149,-26,175,-269,444,335,109,2238,105.027962,70
1882.35574,0.201106,-0.015879,0.534089,-0.06516,-0.430404,58.277645,-0.086631,-0.140774,0.021971,-0.002561,-0.577283,6.066149,1887.13143,311.09216,9.36,36,38,0.519043,1029.488715,349.225758,90562485.662788,6.066149,9360,110,-7445,-1915,-4128,-5215,7,7,261,57,204,-173,377,257,120,-41,161,15,146,-82,228,76,152,-6,158,-177,335,196,139,2281,84.914395,71
1631.19963,0.204847,-0.006756,0,-0.050861,-0.950589,125.593256,-0.194921,-0.111381,0.093632,-0.001629,-0.57082,5.089872,1634.51333,321.13056,7.963,38,35,0.545297,1056.383141,629.22222,67984440.753803,5.089872,7963,117,-5378,-2585,-4136,-3684,0,17,99,2,97,-481,578,405,173,3,170,-16,186,-56,242,90,152,-25,177,-246,423,46,377,2674,151.904216,71
1743.57178,0.226791,-0.017367,-0.006899,0,0.245342,54.23441,0.055692,-0.017901,0,-0.001101,-0.522544,6.456956,1745.03378,270.2564,7.688,38,34,0.553053,1160.898465,680.156633,63454147.403944,6.456956,7688,115,-6826,-862,-3583,-4088,8,8,335,282,53,-143,196,-10,206,34,172,26,146,-11,157,43,114,-44,158,-177,335,112,223,2095,85.056879,71
1175.37594,0.127109,0.006482,-0.066668,-0.096972,-1.256835,-58.323767,0.1267,-0.136442,0.039556,0.004034,-0.480399,6.153251,1366.10662,222.0138,9.247,22,22,0.380143,1027.599053,994.003148,76206447.282002,6.153251,9247,92,-5013,-4234,-5040,-4146,7,0,216,22,194,20,174,-73,247,86,161,21,140,-267,407,251,156,2,154,-607,761,582,179,2789,184.071379,72
1240.77202,0.151962,-0.004381,0,0,-0.627292,107.285435,0.10468,0.010833,0,0,-0.577007,8.710467,1404.1162,161.19873,8.165,22,20,0.416242,1165.236885,1054.509396,66004589.599019,8.710467,8165,96,-4955,-3210,-4357,-3792,8,15,452,245,207,-3,210,-203,413,258,155,24,131,-505,636,480,156,-32,188,-63,251,78,173,2972,160.35387,72
1329.65627,0.161936,-0.001436,0.232922,0.051621,-1.326625,543.761802,0.299345,-0.633493,0.033942,-0.000779,-0.284222,10.37634,1507.81435,145.31273,8.211,15,18,0.451017,1109.21945,1091.47749,72520166.922452,10.37634,8211,86,-4331,-3880,-3669,-4525,8,0,101,-30,131,-85,216,-73,289,95,194,54,140,-271,411,132,279,125,154,-607,761,636,125,2801,191.510455,72
1080.5547,0.04255,-0.003658,-0.245099,0.09398,-1.828797,0,-0.074,-0.017164,0.007799,-0.001564,-0.548895,5.32795,2074.45082,389.3525,25.395,23,21,0.631508,1162.541094,587.851675,306885381.325626,5.32795,25395,117,-21976,-3419,-7243,-18135,7,7,285,-142,427,78,349,141,208,62,146,11,135,-457,592,185,407,289,118,-83,201,46,155,3023,152.265438,73
1908.37782,0.137224,0.00616,0.283496,0.071461,-1.624398,-7.32769,-0.042788,-0.045165,0.042853,0.001965,-0.495641,5.682681,2057.49271,362.06372,13.907,13,14,0.650024,1202.869143,567.995505,244939221.689041,5.682681,13907,98,-11300,-2607,-7689,-6202,0,17,129,2,127,-135,262,-59,321,161,160,-206,366,173,193,-214,407,310,97,-216,313,153,160,2535,107.556835,73
2064.70488,0.168437,0.011163,0.288743,-0.004622,-1.474225,-23.995697,-0.036549,-0.268012,0.024704,0.003178,-0.4679,4.651816,2202.90415,473.55793,12.258,20,15,0.694442,1311.499757,550.590935,269258794.248917,4.651816,12258,105,-9951,-2307,-6161,-6080,0,8,225,64,161,-143,304,-108,412,250,162,27,135,-199,334,197,137,19,118,-83,201,-328,529,2718,132.692467,73
1737.43183,0.128129,0.009286,-0.027602,0,-0.859232,0,0.080056,0.062652,0.070887,0.003178,-0.08776,8.96795,1823.19724,203.30145,13.56,27,23,0.633102,1157.481044,630.24391,192725561.549755,8.96795,13560,119,-10619,-2941,-6495,-6363,7,7,439,218,221,101,120,-188,308,125,183,-137,320,133,187,-628,815,611,204,114,90,-94,184,3071,203.005822,74
1847.46492,0.146927,0.012169,-0.309807,-0.282733,-1.073045,-36.651956,0.090499,0.080057,0.097323,0.002776,-0.130396,7.823113,1891.61461,241.7982,12.574,31,31,0.627362,1039.092479,595.808837,216514879.494955,7.823113,12574,132,-10047,-2527,-5565,-6992,7,7,143,-669,812,549,263,63,200,-15,215,39,176,-1,177,-638,815,588,227,113,114,-26,140,3282,258.188409,74
2021.43232,0.172271,0.019892,0.23463,-0.026178,-2.168565,-18.044251,0.034111,-0.068222,0.021311,0.003348,-0.041131,6.522438,2129.51625,326.49082,11.734,25,25,0.647905,1154.062031,613.202996,212091650.326874,6.522438,11734,118,-8978,-2756,-5736,-5982,7,7,143,-24,167,18,149,-448,597,342,255,-65,320,97,223,-296,519,315,204,114,90,-46,136,2803,163.529703,74
391.8147,0.021992,-0.007034,0.031568,0.105767,-43.241071,34.031137,0.241989,0.528244,0.017366,-0.001412,0.187199,2.893431,1289.59986,445.69915,17.816,68,52,0.526377,754.541504,391.644872,298159471.301302,2.893431,17816,152,-12921,-4895,-9218,-8581,8,8,180,-32,212,76,136,-497,633,457,176,58,118,-131,249,93,156,-15,171,-156,327,237,90,2448,150.746385,75
1096.1404,0.064046,0.005842,0,0,-0.557744,0,-0.014994,0.005734,0,0,0.279114,10.60215,1098.382034,103.59993,17.115,72,54,0.637053,621.471115,363.311534,255561553.43713,10.60215,17115,169,-11293,-5822,-8581,-8481,0,7,140,-30,170,-71,241,-32,273,112,161,23,138,-333,471,315,156,-21,177,-12,189,3,186,2302,95.995928,75
64.2787,0.004358,-0.004171,0.016794,0.019538,-1097.530506,471.394104,-0.242994,-0.542399,0.002388,-0.000335,0.988973,5.219547,1102.76776,211.27652,14.748,61,49,0.662095,660.792257,345.580873,200347190.707008,5.219547,14748,162,-11477,-3271,-8145,-6587,8,8,66,-80,146,-32,178,-91,269,82,187,69,118,-115,233,81,152,-19,171,-156,327,179,148,1995,72.288689,75
1315.23211,0.084094,0.005378,0,0,-0.050366,-54.876919,0.041036,-0.041035,0.035969,0,-0.630323,8.013559,1330.82585,166.07177,15.64,45,39,0.477064,826.736555,196.457519,152143958.446126,8.013559,15640,149,-15000,-640,-8819,-6787,8,8,406,132,274,26,248,157,91,-94,185,-151,336,12,324,-222,546,340,206,-52,258,36,222,3096,121.165477,76
1354.11887,0.123292,0.006744,-0.290047,0.069204,-1.421835,-23.105276,-0.175429,-0.155936,0.033849,0.004946,-0.54114,9.822735,1360.356354,138.490584,10.983,31,30,0.54722,713.640995,129.240016,114918039.228743,9.822735,10983,134,-10784,-199,-5678,-5289,8,8,570,471,99,-115,214,61,153,-7,160,-121,281,66,215,-331,546,374,172,-433,605,321,284,3299,184.302173,76
1364.44975,0.132201,0.003796,0.076716,0,0.428483,-105.477659,0.189188,-0.137591,0,0.001181,-0.744136,8.050666,1364.44975,169.482845,10.321,27,23,0.524684,770.67232,164.88671,101583560.49859,8.050666,10321,126,-10321,0,-5129,-5026,0,7,176,-47,223,-288,511,311,200,-34,234,-102,336,-48,384,247,137,-69,206,-52,258,-11,269,2934,106.998216,76
2270.73659,0.168465,0.002538,-0.2403,0,-0.75608,-225.503977,-0.127448,-0.322369,0,0.001109,0.015706,7.070827,2327.16642,329.12225,13.479,31,35,0.541024,1381.012511,652.691339,181776703.311102,7.070827,13479,111,-9800,-3679,-6071,-7391,0,8,645,45,600,388,212,-710,922,629,293,-20,313,77,236,84,152,-23,175,-21,196,18,178,3922,252.195307,77
211.09985,0.007907,0.010743,-0.024871,-0.01637,0.174974,-74.463838,0.180998,-0.135748,0.000966,0.004844,-0.196037,4.119526,2288.08465,555.4242,26.699,28,33,0.529626,1317.801371,764.13943,154323664.319907,4.119526,26699,101,-23337,-3362,-19971,-6711,0,7,774,-1166,1940,1470,470,59,411,135,276,70,206,-26,232,80,152,-23,175,59,116,-46,162,4914,531.332681,77
2242.66789,0.191993,0.002136,-0.029297,0.163603,0.483648,-471.241987,0.146191,-0.204665,0.056323,0.000685,-0.086696,6.881531,2303.09369,334.6775,11.681,31,29,0.534916,1306.373956,817.092765,142819481.115274,6.881531,11681,104,-8301,-3380,-5867,-5798,7,7,176,-8,184,-43,227,-52,279,4,275,-38,313,53,260,100,160,-15,175,-21,196,11,185,2430,52.395524,77
1030.35447,0.07307,0.005785,-0.00867,0.065469,-2.097081,-2.760426,0.020884,0.041764,0.033394,0.000179,-0.047097,6.82213,1249.05464,183.08865,14.101,42,32,0.294374,802.209272,1088.286241,80173230.443289,6.82213,14101,135,-4690,-9411,-8375,-5709,0,0,705,535,170,-357,527,325,202,56,146,-231,377,115,262,119,143,-18,161,-291,452,141,311,3456,183.883016,78
187.8113,0.01187,0.00679,0,0,-35.325051,0,0.360481,0.257219,0,0,-0.133899,4.158083,1202.37256,289.1651,15.822,41,41,0.42415,995.965702,1109.145727,134014694.698883,4.158083,15822,120,-8421,-7401,-10331,-5475,8,0,723,-1188,1911,1501,410,231,179,16,163,-264,427,251,176,33,143,-108,251,-169,420,100,320,5123,509.018092,78
386.1607,0.031119,0.009179,0.004676,0,-33.004264,-32.792562,0.351872,-0.301197,0,0.000397,-0.046259,6.621491,1604.73713,242.35283,12.409,43,30,0.516066,998.51557,1098.05843,100427024.202494,6.621491,12409,126,-6386,-6023,-7977,-4399,8,0,226,66,160,-496,656,468,188,-107,295,-82,377,108,269,109,160,-1,161,-291,452,0,452,3396,159.863123,78
1569.3122,0.063256,0.002887,-0.114286,-0.018339,-1.680321,-39.878586,-0.10632,-0.115177,0.055847,0.002879,0.09983,9.214988,1625.54694,176.4025,24.809,100,71,0.434529,1191.525539,1147.639803,561688772.804352,9.214988,24809,203,-12542,-12267,-12791,-12001,0,17,911,736,175,-47,222,-214,436,286,150,32,118,-248,366,211,155,-7,162,-56,218,117,101,3014,235.045528,79
1353.82652,0.067021,0.003064,0.147351,0.243498,-0.933451,0,-0.005733,-0.040132,0.062544,0.003902,0.093919,9.108997,1401.77714,153.8893,20.2,81,66,0.40575,961.732087,1130.142486,342712396.178829,9.108997,20200,183,-7486,-12714,-10414,-9770,0,0,1168,944,224,63,161,-58,219,82,137,-82,219,18,201,46,155,4,151,-573,724,399,325,3684,322.216528,79
1330.0461,0.07314,0.001586,0.025392,0,-2.886022,-230.295289,-0.211164,-0.365475,0.079271,0.00173,0.177578,11.453026,1387.45048,121.1427,18.185,70,52,0.422787,1070.968223,1162.431022,265879158.180379,11.453026,18185,166,-7827,-10358,-9344,-8791,0,0,790,631,159,-26,185,33,152,-59,211,93,118,-1169,1287,1171,116,-46,162,-56,218,-141,359,3757,368.027543,79
2003.6944,0.232609,0.000837,0.476156,0.172807,0.183798,-827.210737,0.042788,0.484922,0.065389,0.000263,-0.856025,6.990552,2007.7878,287.21448,8.614,17,19,0.321047,1388.241669,566.866138,100575586.423215,6.990552,8614,84,-8490,-124,-4392,-4205,16,16,153,-59,212,60,152,-216,368,232,136,-92,228,44,184,32,152,21,131,-29,160,-55,215,2091,67.695575,80
2243.25295,0.257667,-0.010288,0.354953,-0.200894,0.791901,108.6961,0.331367,0.288482,0.041267,-0.001994,-0.785498,5.974703,2251.73205,376.87763,8.706,20,23,0.324869,1357.405219,636.783411,116431864.964672,5.974703,8706,79,-8397,-309,-4644,-4046,7,7,58,-124,182,72,110,34,76,-142,218,48,170,-14,184,32,152,0,152,17,135,-6,141,1578,47.525496,80
2181.26773,0.303882,-0.011147,0,0,0.801244,172.952206,1.290616,0.142943,0.063771,0,-0.844333,4.842313,2181.26773,450.4599,7.178,16,13,0.336918,1191.117196,646.91758,70980128.153417,4.842313,7178,69,-6263,-915,-3885,-2897,16,16,60,-80,140,31,109,-109,218,-38,256,28,228,31,197,36,161,30,131,-29,160,-41,201,1861,57.593087,80
992.83209,0.041006,0.007934,-0.290586,-0.088645,-2.010517,0,-0.094594,0.017198,0.006707,0.002565,0.029377,4.442456,1902.43279,428.239,24.212,43,38,0.517457,1091.057374,538.366713,409610490.624805,4.442456,24212,181,-21688,-2524,-9603,-14592,7,7,207,5,202,51,151,20,131,-13,144,-247,391,156,235,50,185,-1,186,77,109,33,76,2017,83.120723,81
2239.06205,0.124899,-0.001734,0,0,-2.397111,279.442856,-0.299513,0.180657,0,0,-0.068914,8.776086,2375.21467,270.64625,17.927,43,32,0.673672,1224.95543,599.152325,484482772.39813,8.776086,17927,189,-13780,-4147,-8243,-9398,0,7,92,-128,220,120,100,18,82,-118,200,109,91,-118,209,24,185,16,169,0,169,-23,192,1709,53.145598,81
2337.302506,0.136421,-0.002696,0,0,-4.233457,227.303472,-0.577803,0.341108,0,0,-0.285706,7.90157,2447.335406,309.72773,17.133,49,26,0.708425,1242.228477,590.020783,487652163.167386,7.90157,17133,189,-13200,-3933,-9097,-8026,15,22,195,53,142,-450,592,483,109,-91,200,-191,391,207,184,41,143,-43,186,77,109,-42,151,2402,145.769868,81
633.397016,0.046484,0.026572,-0.136857,0,-6.044859,-7.613926,-0.281136,-0.202418,0,0.013639,0.478173,1.507983,792.74526,525.69894,13.626,34,35,0.452793,497.233669,486.311876,114826613.08471,1.507983,13626,136,-4562,-9064,-7620,-5989,0,0,197,66,131,60,71,-146,217,40,177,25,152,-24,176,49,127,2,125,-7,132,51,81,1586,45.360375,82
1566.58322,0.129054,0.00004,-0.187814,-0.165392,-0.176109,-3073.37693,-0.022741,-0.123449,0.125218,0.000015,0.186644,12.241733,1747.86004,142.77881,12.139,40,31,0.487702,1154.819291,250.22934,195686795.987993,12.241733,12139,129,-12139,0,-6245,-5877,0,13,101,-53,154,46,108,-84,192,15,177,22,155,66,89,-38,127,16,111,-126,237,135,102,1553,46.354759,82
1593.09247,0.134996,-0.007953,0.340616,0.240192,-1.122273,24.492292,-0.151606,-0.194921,0.115506,-0.003111,0.112163,8.105326,1726.02894,212.94998,11.801,37,22,0.477682,1143.017679,241.288094,190764057.649483,8.105326,11801,119,-11683,-118,-6101,-5666,16,16,140,37,103,-2,105,-70,175,-10,185,33,152,-29,181,42,139,14,125,-7,132,51,81,1518,33.757962,82
1352.85185,0.052129,0.025529,0,0,-0.736308,-0.231307,0.006091,0.085278,0,0,-0.160112,2.728938,2176.10243,797.41722,25.952,79,40,0.544068,997.146515,647.857527,1123368872.21331,2.728938,25952,193,-19048,-6904,-5634,-20284,7,15,386,144,242,48,194,-6,200,9,191,-153,344,126,218,42,176,-15,191,-127,318,142,176,2636,74.439603,83
693.43284,0.029955,0.023063,-0.40541,0,-3.028121,-4.952676,-0.090739,-0.114263,0,0.009839,-0.225144,2.702819,2240.62135,828.99436,23.149,75,34,0.626508,1034.864489,540.731601,978976862.783311,2.702819,23149,183,-18600,-4549,-5642,-17490,0,8,146,-49,195,14,181,18,163,1,162,-100,262,79,183,7,176,-8,184,-42,226,-18,244,2122,36.247633,83
