@relation Hand-based-all-weka.filters.unsupervised.attribute.Remove-R32-97

@attribute Sigdist numeric
@attribute AVXV numeric
@attribute AYXV numeric
@attribute VEL1Y numeric
@attribute VEL1X numeric
@attribute VEL4X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VeLXZero numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
2060.41659,0.110603,0.010123,-0.289586,0.500002,-2.595132,-22.134689,0.204668,-0.224158,0.024415,0.002066,-0.592524,5.602929,2194.619823,391.69154,18.629,27,27,0.591926,1085.018209,662.144189,219490239.851829,5.602929,18629,126,-6903,-11726,-6013,-12599,0,7,68
-203.0349,-0.006233,-0.012564,0.008586,-0.024765,44.893506,0,0.539642,0.295858,-0.001077,-0.000465,0.002417,3.813537,2106.4035,552.34903,32.573,103,70,0.489184,955.972356,625.502552,396724900.421811,3.813537,32573,225,-21632,-10941,-16787,-15770,25,25,69
281.4323,0.013312,-0.000088,0,0,-86.930824,0,-1.170425,54,0,0,-0.025797,4.291797,1362.89033,317.557,21.141,82,55,0.583146,956.687817,620.245818,294893533.755098,4.291797,21141,198,-15304,-5837,-10960,-9820,0,8,69
1315.5245,0.061401,0.006255,-0.002314,0.008167,-0.906668,0,-0.059067,-0.191967,0.012166,0.000077,-0.008606,4.162297,2039.0794,489.89277,21.425,114,72,0.593715,948.682642,599.698459,354473056.42374,4.162297,21425,197,-15824,-5601,-10460,-10952,2,2,69
1922.80202,0.118086,0.006907,-0.178049,-0.17793,-3.643657,-37.990192,-0.430452,-0.211163,0.060231,0.002767,-0.470907,6.308184,2350.36201,372.58935,16.283,32,24,0.672841,1230.293448,899.179985,565401972.667836,6.308184,16283,126,-9790,-6493,-8679,-7588,0,17,70
1988.00321,0.114847,-0.003046,-0.102691,-0.150193,-0.969394,173.580648,-0.111384,-0.160113,0.038654,-0.0013,-0.482105,6.364541,2302.50898,361.7714,17.31,33,26,0.674359,1173.387209,918.234549,498634474.297412,6.364541,17310,136,-8528,-8782,-8528,-8765,0,17,70
2006.32594,0.120413,0.001562,0.030302,0.089613,-2.876602,-284.218326,-0.346527,-0.292379,0.057939,0.000648,-0.534985,6.182917,2293.44496,370.93254,16.662,37,19,0.707384,1302.852046,798.332366,593658803.103867,6.182917,16662,134,-11422,-5240,-8074,-8572,0,7,70
1882.35574,0.201106,-0.015879,0.534089,-0.06516,-0.430404,58.277645,-0.086631,-0.140774,0.021971,-0.002561,-0.577283,6.066149,1887.13143,311.09216,9.36,36,38,0.519043,1029.488715,349.225758,90562485.662788,6.066149,9360,110,-7445,-1915,-4128,-5215,7,7,71
1631.19963,0.204847,-0.006756,0,-0.050861,-0.950589,125.593256,-0.194921,-0.111381,0.093632,-0.001629,-0.57082,5.089872,1634.51333,321.13056,7.963,38,35,0.545297,1056.383141,629.22222,67984440.753803,5.089872,7963,117,-5378,-2585,-4136,-3684,0,17,71
1743.57178,0.226791,-0.017367,-0.006899,0,0.245342,54.23441,0.055692,-0.017901,0,-0.001101,-0.522544,6.456956,1745.03378,270.2564,7.688,38,34,0.553053,1160.898465,680.156633,63454147.403944,6.456956,7688,115,-6826,-862,-3583,-4088,8,8,71
1175.37594,0.127109,0.006482,-0.066668,-0.096972,-1.256835,-58.323767,0.1267,-0.136442,0.039556,0.004034,-0.480399,6.153251,1366.10662,222.0138,9.247,22,22,0.380143,1027.599053,994.003148,76206447.282002,6.153251,9247,92,-5013,-4234,-5040,-4146,7,0,72
1240.77202,0.151962,-0.004381,0,0,-0.627292,107.285435,0.10468,0.010833,0,0,-0.577007,8.710467,1404.1162,161.19873,8.165,22,20,0.416242,1165.236885,1054.509396,66004589.599019,8.710467,8165,96,-4955,-3210,-4357,-3792,8,15,72
1329.65627,0.161936,-0.001436,0.232922,0.051621,-1.326625,543.761802,0.299345,-0.633493,0.033942,-0.000779,-0.284222,10.37634,1507.81435,145.31273,8.211,15,18,0.451017,1109.21945,1091.47749,72520166.922452,10.37634,8211,86,-4331,-3880,-3669,-4525,8,0,72
1080.5547,0.04255,-0.003658,-0.245099,0.09398,-1.828797,0,-0.074,-0.017164,0.007799,-0.001564,-0.548895,5.32795,2074.45082,389.3525,25.395,23,21,0.631508,1162.541094,587.851675,306885381.325626,5.32795,25395,117,-21976,-3419,-7243,-18135,7,7,73
1908.37782,0.137224,0.00616,0.283496,0.071461,-1.624398,-7.32769,-0.042788,-0.045165,0.042853,0.001965,-0.495641,5.682681,2057.49271,362.06372,13.907,13,14,0.650024,1202.869143,567.995505,244939221.689041,5.682681,13907,98,-11300,-2607,-7689,-6202,0,17,73
2064.70488,0.168437,0.011163,0.288743,-0.004622,-1.474225,-23.995697,-0.036549,-0.268012,0.024704,0.003178,-0.4679,4.651816,2202.90415,473.55793,12.258,20,15,0.694442,1311.499757,550.590935,269258794.248917,4.651816,12258,105,-9951,-2307,-6161,-6080,0,8,73
1737.43183,0.128129,0.009286,-0.027602,0,-0.859232,0,0.080056,0.062652,0.070887,0.003178,-0.08776,8.96795,1823.19724,203.30145,13.56,27,23,0.633102,1157.481044,630.24391,192725561.549755,8.96795,13560,119,-10619,-2941,-6495,-6363,7,7,74
1847.46492,0.146927,0.012169,-0.309807,-0.282733,-1.073045,-36.651956,0.090499,0.080057,0.097323,0.002776,-0.130396,7.823113,1891.61461,241.7982,12.574,31,31,0.627362,1039.092479,595.808837,216514879.494955,7.823113,12574,132,-10047,-2527,-5565,-6992,7,7,74
2021.43232,0.172271,0.019892,0.23463,-0.026178,-2.168565,-18.044251,0.034111,-0.068222,0.021311,0.003348,-0.041131,6.522438,2129.51625,326.49082,11.734,25,25,0.647905,1154.062031,613.202996,212091650.326874,6.522438,11734,118,-8978,-2756,-5736,-5982,7,7,74
391.8147,0.021992,-0.007034,0.031568,0.105767,-43.241071,34.031137,0.241989,0.528244,0.017366,-0.001412,0.187199,2.893431,1289.59986,445.69915,17.816,68,52,0.526377,754.541504,391.644872,298159471.301302,2.893431,17816,152,-12921,-4895,-9218,-8581,8,8,75
1096.1404,0.064046,0.005842,0,0,-0.557744,0,-0.014994,0.005734,0,0,0.279114,10.60215,1098.382034,103.59993,17.115,72,54,0.637053,621.471115,363.311534,255561553.43713,10.60215,17115,169,-11293,-5822,-8581,-8481,0,7,75
64.2787,0.004358,-0.004171,0.016794,0.019538,-1097.530506,471.394104,-0.242994,-0.542399,0.002388,-0.000335,0.988973,5.219547,1102.76776,211.27652,14.748,61,49,0.662095,660.792257,345.580873,200347190.707008,5.219547,14748,162,-11477,-3271,-8145,-6587,8,8,75
1315.23211,0.084094,0.005378,0,0,-0.050366,-54.876919,0.041036,-0.041035,0.035969,0,-0.630323,8.013559,1330.82585,166.07177,15.64,45,39,0.477064,826.736555,196.457519,152143958.446126,8.013559,15640,149,-15000,-640,-8819,-6787,8,8,76
1354.11887,0.123292,0.006744,-0.290047,0.069204,-1.421835,-23.105276,-0.175429,-0.155936,0.033849,0.004946,-0.54114,9.822735,1360.356354,138.490584,10.983,31,30,0.54722,713.640995,129.240016,114918039.228743,9.822735,10983,134,-10784,-199,-5678,-5289,8,8,76
1364.44975,0.132201,0.003796,0.076716,0,0.428483,-105.477659,0.189188,-0.137591,0,0.001181,-0.744136,8.050666,1364.44975,169.482845,10.321,27,23,0.524684,770.67232,164.88671,101583560.49859,8.050666,10321,126,-10321,0,-5129,-5026,0,7,76
2270.73659,0.168465,0.002538,-0.2403,0,-0.75608,-225.503977,-0.127448,-0.322369,0,0.001109,0.015706,7.070827,2327.16642,329.12225,13.479,31,35,0.541024,1381.012511,652.691339,181776703.311102,7.070827,13479,111,-9800,-3679,-6071,-7391,0,8,77
211.09985,0.007907,0.010743,-0.024871,-0.01637,0.174974,-74.463838,0.180998,-0.135748,0.000966,0.004844,-0.196037,4.119526,2288.08465,555.4242,26.699,28,33,0.529626,1317.801371,764.13943,154323664.319907,4.119526,26699,101,-23337,-3362,-19971,-6711,0,7,77
2242.66789,0.191993,0.002136,-0.029297,0.163603,0.483648,-471.241987,0.146191,-0.204665,0.056323,0.000685,-0.086696,6.881531,2303.09369,334.6775,11.681,31,29,0.534916,1306.373956,817.092765,142819481.115274,6.881531,11681,104,-8301,-3380,-5867,-5798,7,7,77
1030.35447,0.07307,0.005785,-0.00867,0.065469,-2.097081,-2.760426,0.020884,0.041764,0.033394,0.000179,-0.047097,6.82213,1249.05464,183.08865,14.101,42,32,0.294374,802.209272,1088.286241,80173230.443289,6.82213,14101,135,-4690,-9411,-8375,-5709,0,0,78
187.8113,0.01187,0.00679,0,0,-35.325051,0,0.360481,0.257219,0,0,-0.133899,4.158083,1202.37256,289.1651,15.822,41,41,0.42415,995.965702,1109.145727,134014694.698883,4.158083,15822,120,-8421,-7401,-10331,-5475,8,0,78
386.1607,0.031119,0.009179,0.004676,0,-33.004264,-32.792562,0.351872,-0.301197,0,0.000397,-0.046259,6.621491,1604.73713,242.35283,12.409,43,30,0.516066,998.51557,1098.05843,100427024.202494,6.621491,12409,126,-6386,-6023,-7977,-4399,8,0,78
1569.3122,0.063256,0.002887,-0.114286,-0.018339,-1.680321,-39.878586,-0.10632,-0.115177,0.055847,0.002879,0.09983,9.214988,1625.54694,176.4025,24.809,100,71,0.434529,1191.525539,1147.639803,561688772.804352,9.214988,24809,203,-12542,-12267,-12791,-12001,0,17,79
1353.82652,0.067021,0.003064,0.147351,0.243498,-0.933451,0,-0.005733,-0.040132,0.062544,0.003902,0.093919,9.108997,1401.77714,153.8893,20.2,81,66,0.40575,961.732087,1130.142486,342712396.178829,9.108997,20200,183,-7486,-12714,-10414,-9770,0,0,79
1330.0461,0.07314,0.001586,0.025392,0,-2.886022,-230.295289,-0.211164,-0.365475,0.079271,0.00173,0.177578,11.453026,1387.45048,121.1427,18.185,70,52,0.422787,1070.968223,1162.431022,265879158.180379,11.453026,18185,166,-7827,-10358,-9344,-8791,0,0,79
2003.6944,0.232609,0.000837,0.476156,0.172807,0.183798,-827.210737,0.042788,0.484922,0.065389,0.000263,-0.856025,6.990552,2007.7878,287.21448,8.614,17,19,0.321047,1388.241669,566.866138,100575586.423215,6.990552,8614,84,-8490,-124,-4392,-4205,16,16,80
2243.25295,0.257667,-0.010288,0.354953,-0.200894,0.791901,108.6961,0.331367,0.288482,0.041267,-0.001994,-0.785498,5.974703,2251.73205,376.87763,8.706,20,23,0.324869,1357.405219,636.783411,116431864.964672,5.974703,8706,79,-8397,-309,-4644,-4046,7,7,80
2181.26773,0.303882,-0.011147,0,0,0.801244,172.952206,1.290616,0.142943,0.063771,0,-0.844333,4.842313,2181.26773,450.4599,7.178,16,13,0.336918,1191.117196,646.91758,70980128.153417,4.842313,7178,69,-6263,-915,-3885,-2897,16,16,80
992.83209,0.041006,0.007934,-0.290586,-0.088645,-2.010517,0,-0.094594,0.017198,0.006707,0.002565,0.029377,4.442456,1902.43279,428.239,24.212,43,38,0.517457,1091.057374,538.366713,409610490.624805,4.442456,24212,181,-21688,-2524,-9603,-14592,7,7,81
2239.06205,0.124899,-0.001734,0,0,-2.397111,279.442856,-0.299513,0.180657,0,0,-0.068914,8.776086,2375.21467,270.64625,17.927,43,32,0.673672,1224.95543,599.152325,484482772.39813,8.776086,17927,189,-13780,-4147,-8243,-9398,0,7,81
2337.302506,0.136421,-0.002696,0,0,-4.233457,227.303472,-0.577803,0.341108,0,0,-0.285706,7.90157,2447.335406,309.72773,17.133,49,26,0.708425,1242.228477,590.020783,487652163.167386,7.90157,17133,189,-13200,-3933,-9097,-8026,15,22,81
633.397016,0.046484,0.026572,-0.136857,0,-6.044859,-7.613926,-0.281136,-0.202418,0,0.013639,0.478173,1.507983,792.74526,525.69894,13.626,34,35,0.452793,497.233669,486.311876,114826613.08471,1.507983,13626,136,-4562,-9064,-7620,-5989,0,0,82
1566.58322,0.129054,0.00004,-0.187814,-0.165392,-0.176109,-3073.37693,-0.022741,-0.123449,0.125218,0.000015,0.186644,12.241733,1747.86004,142.77881,12.139,40,31,0.487702,1154.819291,250.22934,195686795.987993,12.241733,12139,129,-12139,0,-6245,-5877,0,13,82
1593.09247,0.134996,-0.007953,0.340616,0.240192,-1.122273,24.492292,-0.151606,-0.194921,0.115506,-0.003111,0.112163,8.105326,1726.02894,212.94998,11.801,37,22,0.477682,1143.017679,241.288094,190764057.649483,8.105326,11801,119,-11683,-118,-6101,-5666,16,16,82
1352.85185,0.052129,0.025529,0,0,-0.736308,-0.231307,0.006091,0.085278,0,0,-0.160112,2.728938,2176.10243,797.41722,25.952,79,40,0.544068,997.146515,647.857527,1123368872.21331,2.728938,25952,193,-19048,-6904,-5634,-20284,7,15,83
693.43284,0.029955,0.023063,-0.40541,0,-3.028121,-4.952676,-0.090739,-0.114263,0,0.009839,-0.225144,2.702819,2240.62135,828.99436,23.149,75,34,0.626508,1034.864489,540.731601,978976862.783311,2.702819,23149,183,-18600,-4549,-5642,-17490,0,8,83
862.52714,0.036418,0.02548,0.124945,0.107672,-8.862151,-6.691662,-0.322838,-0.170555,0.019005,0.010383,-0.202592,3.350767,2401.236624,716.62294,23.684,77,33,0.644288,962.411989,570.683313,1000922773.81915,3.350767,23684,200,-15371,-8313,-5708,-17959,0,7,83
2180.87794,0.157886,0.009814,0,0,-0.015426,-19.522569,0.019492,-0.191672,0,0,-0.227668,8.733141,2200.17526,251.934,13.813,40,37,0.625297,1505.40605,540.755218,304985286.81649,8.733141,13813,137,-12676,-1137,-6806,-6990,0,8,84
822.3701,0.054429,-0.024437,0,-0.008686,-7.213023,0,-0.359747,8.763002,0.032198,0,-0.155439,2.478203,1657.12418,668.67966,15.109,55,36,0.672718,1076.236147,470.262638,183408759.853109,2.478203,15109,148,-13059,-2050,-8137,-6939,0,6,84
1701.6638,0.129375,0.011404,0,0.024404,-0.798209,-27.132928,0.012181,-0.309576,0.084777,0,-0.192199,6.859083,1721.35082,250.95934,13.153,42,35,0.724787,1190.02288,523.189832,198940648.815998,6.859083,13153,152,-11554,-1599,-6388,-6748,0,7,84
1573.4054,0.148462,0.015937,-0.142123,0.358542,-0.336141,-1.707589,0.043317,-0.005416,0.058069,0.008785,-0.573557,7.540241,1609.3684,213.43727,10.598,21,21,0.626582,1015.670737,424.396812,116392298.475115,7.540241,10598,100,-8714,-1884,-5023,-5558,0,7,85
1701.76113,0.172034,0.019301,0.432143,0.033774,-0.323629,-5.585978,-0.041769,-0.107901,0.058801,0.012034,-0.535707,6.944107,1729.82983,249.10761,9.892,18,17,0.636561,1238.25677,397.296379,124493222.790637,6.944107,9892,102,-9892,0,-5013,-4862,0,8,85
1672.3281,0.159391,0.014482,0.119958,-0.277208,-0.283013,-3.095527,-0.011468,0.080261,0.053418,0.008154,-0.600221,7.436064,1698.73997,228.44611,10.492,23,17,0.659881,1188.502448,402.456458,123408508.71492,7.436064,10492,106,-9288,-1204,-5186,-5290,0,7,85
1055.1096,0.085698,0.005343,0,0,-2.190121,-7.291339,0.201019,0.067001,0,0,-0.713509,5.774239,1099.06435,190.33924,12.312,41,30,0.605643,1204.548482,448.38528,130949841.934903,5.774239,12312,131,-12312,0,-5982,-6314,0,8,86
967.39486,0.070965,0.004132,-0.049721,0.265604,-4.422181,0,0.318962,-0.32782,0.050901,0.000128,-0.295213,3.132608,1031.8164,329.37935,13.632,43,34,0.606504,1222.181625,507.569198,108639757.396192,3.132608,13632,136,-13632,0,-5039,-8576,17,17,86
1165.32956,0.104467,-0.006776,-0.016986,0.158628,-43.603971,0,-12.601632,-9.456771,0.041823,-0.000209,0.012381,4.605348,1383.066,300.31734,11.155,32,28,0.583071,1095.456154,497.838805,77645294.248038,4.605348,11155,123,-10516,-639,-5011,-6127,0,5,86
1229.3692,0.031734,-0.000883,0,0,-0.118097,1.427501,0.056424,0.061553,0,0,-0.038213,1.818058,1334.13692,733.82544,38.74,129,143,0.402659,809.012717,435.426679,852090288.160112,1.818058,38740,239,-28208,-10532,-20042,-17867,0,7,87
1237.55585,0.04554,-0.000714,-0.056449,0.188804,-1.996855,1.91297,-0.090964,0.006498,0.06031,-0.001004,-0.201193,13.179589,1252.36997,95.02345,27.175,124,85,0.499096,762.699985,443.575838,554636162.921183,13.179589,27175,217,-21311,-5864,-14547,-12611,8,8,87
610.6587,0.026274,-0.023972,-0.01063,-0.079347,-22.579211,26.547326,-0.608092,8.197447,0.017979,-0.002925,-0.131637,1.508976,1087.36897,720.6008,23.242,78,74,0.483151,694.329811,424.928238,303493208.834724,1.508976,23242,176,-18532,-4710,-13966,-9013,7,7,87
455.3794,0.032541,-0.04381,0.014138,0.054523,-52.041234,33.936087,-1.730933,20.25,0.006303,-0.002164,-0.198578,1.380251,1316.3013,953.6683,13.994,45,39,0.497337,905.45894,390.502272,129085777.339525,1.380251,13994,163,-13994,0,-6855,-7123,0,7,88
404.8225,0.015836,-0.02037,0.001628,-0.029762,-10.769088,6.623104,0.092543,0.123668,0.001935,-0.000126,-0.043346,1.180633,1068.94892,905.4033,25.564,57,47,0.504605,892.325141,311.235048,152909531.942512,1.180633,25564,179,-25564,0,-12184,-13363,7,7,88
573.024,0.039733,-0.04605,-0.006049,0.055978,-7.652736,7.10859,-0.307062,9.477315,0.006579,-0.004862,-0.409828,1.332199,1170.30803,878.47832,14.422,47,37,0.505879,1028.829848,260.635352,130450466.191191,1.332199,14422,161,-14422,0,-8033,-6372,7,7,88
500.9348,0.020926,-0.022039,-0.014155,0.13668,-18.191048,0,-0.390525,0.492737,0.006317,-0.000544,-0.117604,1.977285,1644.74664,831.82065,23.938,82,53,0.427822,1229.861553,560.624044,328338629.430162,1.977285,23938,193,-22510,-1428,-12192,-11729,8,8,89
1975.43071,0.104145,0.000611,-0.080746,0.067283,-2.284282,-351.638408,-0.067214,-0.215084,0.034934,0.000077,-0.246628,7.107381,2013.6353,283.31607,18.968,59,46,0.565676,1216.125779,384.003003,438780223.333491,7.107381,18968,179,-17840,-1128,-9217,-9735,8,8,89
1361.7066,0.054455,-0.009503,-0.083182,0.112941,-92.448565,0,-25.636364,6,0.017033,-0.001065,-0.41648,2.425931,2130.63442,878.27486,25.006,88,73,0.543912,1033.649613,427.67756,577638074.787699,2.425931,25006,234,-21884,-3122,-9097,-15892,0,17,89
245.2538,0.020457,-0.066777,0.002389,-0.032999,-71.648907,23.03619,-1.490373,20.25,0.005123,-0.0033,-0.254537,1.212655,1206.1735,994.65493,11.989,33,40,0.483895,754.305993,502.340422,109223391.417122,1.212655,11989,129,-8751,-3238,-6615,-5358,0,8,90
1063.88093,0.106569,0.00206,0.007813,0,-1.007378,-189.100162,-0.006498,0.194917,0,0.000881,-0.756654,7.373477,1308.60465,177.47456,9.983,21,18,0.585669,894.437679,578.206871,99675688.150638,7.373477,9983,102,-7419,-2564,-4753,-5197,7,7,90
1023.14239,0.058422,0.002382,0.033976,-0.174334,-4.699197,-85.329921,-0.274661,0.478441,0.024686,0.000235,-0.524808,5.438102,1345.24994,247.37488,17.513,16,27,0.592425,929.426351,513.117175,117039809.591276,5.438102,17513,106,-15075,-2438,-12409,-5088,0,17,90
733.9823,0.041154,0.007183,-0.012846,0.13299,-20.618713,0,-0.345392,-0.121614,0.012566,0.000089,-0.00724,4.251281,2115.02103,497.5021,17.835,35,26,0.655855,923.584814,435.900654,206476058.227477,4.251281,17835,132,-15332,-2503,-8755,-9063,17,17,91
1283.84968,0.084231,0.00844,-0.021091,0.009801,-0.14243,0,0.071662,0.412772,0.00613,0.000208,0.158073,3.603133,2023.08361,561.47909,15.242,25,19,0.71213,856.190899,456.789651,136315656.42066,3.603133,15242,106,-12836,-2406,-8160,-7065,4,4,91
1312.01578,0.110737,0.01859,0.113174,0,-0.553767,-7.197645,-0.061364,0.10468,0,0.004147,-0.084907,3.236047,1320.29995,407.99776,11.848,35,15,0.750504,881.181675,559.066376,147283976.995317,3.236047,11848,114,-8667,-3181,-6418,-5413,8,8,91
1554.9853,0.091314,0.010079,0.171474,0,-1.653973,-11.507221,-0.055691,-0.116023,0,0.002653,-0.350249,7.690859,1646.01359,214.02207,17.029,40,35,0.551053,968.922247,240.054271,391238680.709682,7.690859,17029,136,-15758,-1271,-8740,-8273,0,7,92
1662.09462,0.102535,0.008075,0.263159,0.099906,-2.280099,-6.465688,0.087715,0.063349,0.073436,0.00698,-0.357338,11.763844,1771.34817,150.57562,16.21,43,40,0.556231,983.24554,178.773772,374216547.619785,11.763844,16210,142,-15424,-786,-8287,-7874,0,7,92
1419.71,0.085053,0.007509,-0.03066,0.071954,-1.805976,0,-0.064974,-0.020673,0.062365,0.002909,-0.241876,9.794849,1497.77589,152.914645,16.692,63,51,0.57728,872.85507,190.87993,325955586.124216,9.794849,16692,166,-16292,-400,-8315,-8361,0,8,92
1478.8179,0.10563,-0.016805,0,0.02109,-4.495501,0,32.767702,37.065638,0.003225,0,0.456001,1.489229,1972.11718,1324.254185,14,46,49,0.735556,853.655718,213.689157,303098054.470746,1.489229,14000,138,-12311,-1689,-7542,-5985,32,0,93
1299.3783,0.094824,-0.068257,0,0.140245,-10.951079,25.346051,-1.072511,8.526316,0.023741,0,-0.121222,1.477767,2014.90235,1363.47724,13.703,35,27,0.732171,1058.546434,227.548544,283168772.652374,1.477767,13703,135,-12490,-1213,-6874,-6812,0,7,93
1219.62414,0.074686,-0.055069,-0.008706,-0.003661,-11.055164,29.433741,1.350218,-1.62159,0.015906,-0.004081,-0.438597,1.601919,2178.393305,1359.86508,16.33,30,42,0.697751,1079.784885,222.466718,261767099.074409,1.601919,16330,122,-16330,0,-6095,-10218,7,7,93
266.51005,0.015584,0.011121,-0.116629,0.478572,-9.612974,0,-0.152042,7.714286,0.018282,0.001442,-0.103855,2.886685,750.15495,259.86728,17.102,22,14,0.685363,591.024592,310.780682,22604226.425534,2.886685,17102,54,-16118,-984,-13382,-3703,0,17,94
277.9854,0.046285,0.041679,0,0.393546,-15.875287,0.702492,0.328393,7.484261,0.052147,0,0.034289,2.17306,763.79949,351.48569,6.006,13,16,0.706183,633.026313,335.383232,15452426.770317,2.17306,6006,54,-5608,-398,-3581,-2408,17,17,94
-195.6058,-0.030975,0.012472,-0.023357,0.303573,38.602535,0,-1.272634,10.8,-0.032196,0.001156,0.037152,5.312687,967.2021,182.05518,6.315,15,14,0.729221,610.809026,399.498001,17386135.159171,5.312687,6315,51,-5016,-1299,-3784,-2514,17,17,94
1505.02175,0.047129,-0.011099,0.072613,0.310375,-38.645171,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,724.71347,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,95
1505.02175,0.047129,-0.011099,0.072613,0.310375,-38.645171,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,724.71347,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,95
1505.02175,0.047129,-0.011099,0.072613,0.310375,-38.645171,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,724.71347,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,95
139.59,0.015346,-0.044105,0,0.023896,-99.044408,34.610528,0.466633,-0.740328,0.004924,-0.003521,0.116048,1.913086,1075.0889,561.96567,9.096,21,25,0.565414,847.386788,610.76318,47106688.476399,1.913086,9096,82,-6150,-2946,-5100,-3979,0,7,96
509.73246,0.067088,-0.006173,0.001957,0.12353,-74.76658,27.257653,-5.174235,54,0.034449,-0.000114,-0.00491,4.13112,1016.80745,246.1336,7.598,29,32,0.659346,950.315127,618.514865,46746231.376394,4.13112,7598,84,-5757,-1841,-3685,-3897,0,17,96
904.8251,0.110506,-0.003607,-0.339333,0.345795,0.820916,134.747624,0.150253,-0.085279,0.084847,-0.001769,0.090485,6.236952,1021.1931,163.73273,8.188,21,22,0.628144,928.437211,586.808498,39190781.999554,6.236952,8188,77,-6739,-1449,-3783,-4388,0,17,96
76.11683,0.004793,-0.017761,-1.332368,-0.049647,-26.509478,35.061898,0.005908,0.09746,0.002193,-0.008958,0.137536,5.280135,1949.31143,369.1783,15.88,37,39,0.618995,1134.707612,724.472575,230481063.392543,5.280135,15880,126,-11427,-4453,-9043,-6820,0,17,97
76.11683,0.004793,-0.017761,-1.332368,-0.049647,-26.509478,35.061898,0.005908,0.09746,0.002193,-0.008958,0.137536,5.280135,1949.31143,369.1783,15.88,37,39,0.618995,1134.707612,724.472575,230481063.392543,5.280135,15880,126,-11427,-4453,-9043,-6820,0,17,97
1862.9611,0.17126,0.007875,0.117478,0.144305,-1.154845,-194.111545,0.110751,0.168338,0.071231,0.003008,0.127882,5.095641,1953.2098,383.30996,10.878,30,25,0.643816,1164.513792,804.322574,149080405.104979,5.095641,10878,96,-7257,-3621,-5608,-5253,17,17,97
1273.1291,0.18321,0.01115,0.108807,-0.237423,-0.642239,-24.463853,0.009137,0.024364,0.113374,0.005044,-0.479277,5.485888,1302.9521,237.5098,6.949,12,10,0.616039,1472.438543,811.102658,64055074.892877,5.485888,6949,69,-6949,0,-3635,-3297,0,8,98
1148.96407,0.067854,0.005318,0,0.365983,-3.495311,-17.696911,-0.00513,0.269297,0.058915,0,-0.110367,5.41964,1185.8042,218.7976,16.933,15,9,0.655161,1197.157825,747.883775,68557131.875739,5.41964,16933,70,-7294,-9639,-4761,-12155,0,17,98
966.128,0.130841,0.005293,-0.190096,0.473727,-0.781354,-38.007329,-0.10233,0.029236,0.145505,0.002952,-0.095706,5.416033,977.0436,180.3984,7.384,22,11,0.675174,1257.32884,658.303773,54578467.120128,5.416033,7384,76,-7384,0,-3632,-3735,0,17,98
1121.8701,0.066082,0.012159,-0.19646,-0.601697,-3.806548,-55.014406,0.116955,-0.669225,0.052181,0.003321,-0.611862,4.876923,1165.9223,239.06924,16.977,41,42,0.561326,1139.571853,670.362133,110952527.710854,4.876923,16977,166,-13451,-3526,-7955,-9009,0,7,99
992.53978,0.043205,0.005791,0.569013,-0.206019,-8.801805,-141.136109,0.281552,-0.817581,0.034112,0.001226,-0.601739,2.850053,1073.62705,376.70426,22.973,47,41,0.531773,1014.907845,647.33345,102770942.013048,2.850053,22973,173,-14605,-8368,-7280,-15676,7,7,99
1008.6207,0.065363,0.011223,0.101166,-0.229966,-8.084573,0,0.218548,-0.764913,0.022367,0.003811,-0.604561,4.827018,1098.47952,227.56897,15.431,44,47,0.542711,1085.428026,664.800401,106482305.512982,4.827018,15431,172,-12427,-3004,-7176,-8238,0,7,99
1874.8515,0.085387,-0.005442,0.007936,-0.078425,-0.054857,0,0.085647,-0.040608,0.09738,-0.003768,-0.044363,11.910294,2184.58142,183.41961,21.957,61,33,0.502839,1322.561099,754.143925,1011029604.78954,11.910294,21957,168,-17592,-4365,-10895,-11045,7,7,100
